Entry	Subcellular location [CC]
B4DLF0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU003318, ECO:0000256|SAAS:SAAS00596213}; Single-pass type I membrane protein {ECO:0000256|RuleBase:RU003318, ECO:0000256|SAAS:SAAS00596213}.
D6R923	
A0A024R816	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU361114}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361114}.
A8MZ77	
C9JV55	
I3QAX8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
A0A0A0PPE7	
H9QUS2	
F1AZI8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
A8MQT7	
T2DQ74	
Q59EZ3	
D6C3E7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
E9PJE8	
Q59ED3	
J3KRW3	
A0A059QF37	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
A0A1S6P745	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
A0A1S6M083	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
Q8NBE9	
C9JC66	
E9PMW4	
G3V4W1	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|SAAS:SAAS00521146}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00521146}.
B1N7G6	
B4DX34	
Q5TCS4	
Q6H2F7	
G9LED4	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
J3QRU4	
K4P1Y1	
A0A059S424	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
B2R6P4	
G5D831	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
E7EW83	
H9MSR5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
J3QRR6	
W8DXL6	
E9PI32	
H9T1M7	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000256|RuleBase:RU003661, ECO:0000256|SAAS:SAAS00400291}; Single-pass membrane protein {ECO:0000256|RuleBase:RU003661, ECO:0000256|SAAS:SAAS00400291}.
E9LCM4	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
I3PZU8	
M0R1F7	
A0A059QJR3	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000256|SAAS:SAAS00410259}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00410259}.
A0A059RKZ9	
O19712	
A0A059QIM8	
A0A059RM10	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
K7EQ13	
K7ESP7	
A0A023Q2M3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
Q06TD7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
B4DXM7	
Q49AQ7	
B4DP53	
E7EWG0	SUBCELLULAR LOCATION: Cell junction, synapse {ECO:0000256|SAAS:SAAS00548273}.
B4DEA0	
Q5TLG0	
C9JAX7	
B2R6P2	
M0R092	
Q6NUL9	
A0A1S6MXM6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
H7C2P5	
V9GZ70	
E9PIY2	
Q53RG4	
U3M9J2	
A0A0A6YYJ2	
B8X6N0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|SAAS:SAAS00578748}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00578748}.
Q8TEH6	
Q6FGR7	
A0A059S1L1	
F5H5P3	
F5GY58	
H0Y755	
A8K3V4	
U5YMP9	
A0A059QN76	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000256|SAAS:SAAS00410259}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00410259}.
A0A087WYZ5	
Q3KR50	
A6ZFB4	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
Q4ZG00	
S4R3A7	
V9GYN1	
A0A1U9IFB6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
A0A1S6MR64	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
C8YID6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
E5RFP8	
A8K9K1	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU361146}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361146}.
E2J3Y5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
F6RVM3	
G9LGG6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
K7EM00	
A0A1W2PPR8	
B4E310	
C9JQ35	
B7Z263	
A8K7V3	
K9J973	
Q5JW04	
B4DGM6	SUBCELLULAR LOCATION: Cell junction, gap junction {ECO:0000256|SAAS:SAAS00674178}.; SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU000630, ECO:0000256|SAAS:SAAS00674192}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000630, ECO:0000256|SAAS:SAAS00674192}.
C8Y5L7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
E9PHI0	
H0YCN5	
A8KA01	
F1B732	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
A0A059QB80	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
I3L3K1	
A0A024R4N0	
Q9H3L2	
Q6WQ97	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
A0A059RQV0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
A1DTI3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
A0A0C4DGF4	
A0A1S6NZ18	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
A0A1W2PP26	
H9E7F4	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
B6HY79	
J3QLS1	
E7EW87	
E9PH70	
A0A060VD27	
E7EMS3	
F2WEK7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
Q8IVK2	
A0A024R5E5	
G5D821	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
Q6TKP8	
X5D7C2	
F8VW98	
A0A059RMY0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
J3KQI6	
B3KTH0	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU361151}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361151}.
B2R6C4	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU362006}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU362006}.
A0A1U9X7Y6	
B9EIK5	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146}.
E9PCX9	
F8WD82	
A0A0A0PMV0	
A0A096VY74	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
G9LJ13	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
B4DU31	
A0A024R759	
A0A068BUU2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
B7TCM6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
J7HT47	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
A0A059QTJ2	
A1DVT6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
G3LGR1	
A8KA29	
Q0Z7S2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
Q6PIX8	
B7WPN9	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU362082}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU362082}.
H3BSU7	
A0A0C4DGM6	
Q9BRN4	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU361221}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361221}.
Q6VK16	
S4R350	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU363110}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363110}.
A0A1W1RN18	
B3KNJ8	
D6RA76	
A0A1W2PPN8	
B2R627	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU003762}; Single-pass type I membrane protein {ECO:0000256|RuleBase:RU003762}.
C9J7K7	
W8D4U9	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|SAAS:SAAS00709542}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00709542}.
A0A1W2PNR7	
D5MAV9	
Q49AH3	
W8DBM7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
B2R7A7	
B2RA12	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU003822}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003822}.
A8WF83	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
Q5QR42	
R4X604	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|RuleBase:RU363063}; Single-pass type II membrane protein {ECO:0000256|RuleBase:RU363063}.
Q7Z6L4	
Q6ICA1	
A0A023Q7R1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
B4DZV8	
B4DPA7	
E9PNI3	
Q9NQC5	
A0A1S6P6U7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
B4E3Q1	
Q7Z4M3	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU362056}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU362056}.
E7ET36	
A0A024R871	
H9QPP5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
H9T5H2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
A0A059QDR4	
A0A0B7NXX8	
A0A068BWL1	
A0A068BXN1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
A6ZHU1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
A0A0B5JDJ1	
A0A0C4DFT7	
H0YIY3	
I6VE22	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU362059}; Single-pass membrane protein {ECO:0000256|RuleBase:RU362059}.
A0A096WDG3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
I3PZE5	
Q6LEU6	
H9P5Q5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
A0A059QQF2	
F2WI31	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|SAAS:SAAS00709542}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00709542}.
Q7YCE4	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
A0A0P0HX13	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU361244, ECO:0000256|SAAS:SAAS00583102}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361244, ECO:0000256|SAAS:SAAS00583102}.
A0A1V0E3J7	
A0A1S6N6Y6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
A6NMF3	
Q59E93	
Q68CP7	
A0A059RXA6	
H0Y9F7	
Q5XLS8	
B7Z2B1	
N0BUK3	
S6FRS2	
B7Z4Q2	
E9LAD9	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000256|SAAS:SAAS00410259}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00410259}.
G0TQY4	
E5DYD9	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
G9LCN3	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000256|SAAS:SAAS00410259}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00410259}.
H3BVD9	
H3BPL0	
K7EQ95	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU003808}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003808}.
A0A068BLJ0	
B7Z960	
A0A059QQ92	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
Q5JZ48	
A0A1S6GNA7	
A0A1U9IJ97	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
A0A1V0E3L6	
A0A1W1B5U3	
A0A1W2PQR1	
A0A023QWQ3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
B3DEC2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
A0A059QQ12	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
A0A1W1B6C6	
B3KQN4	
Q59GY6	
B4DH28	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU361132}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361132}.
B4DSA5	
B7Z5V6	
Q59F93	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000256|SAAS:SAAS00582638}.
D1CS38	
O43200	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU361222}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361222}.
A0A097QDU5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
B7Z543	
D6RD48	
V5JI67	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
C8YIQ0	
B3KR10	
B2XFD8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
B2RCT7	
Q8N7W7	
A8YQF2	
C9IYN1	
F4NBZ5	
E9PDI6	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU003808}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003808}.
E9PKE4	
Q6IAQ2	
R9Y2A0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
B0BCZ6	
A0A059QQB4	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
B2R7X8	
J3KQU5	
Q6P4C1	
I6QAV6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
A8K8R2	
E5RHS6	
A0A059RQ39	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
B4DL07	
H9E7L2	
D6RIF4	
V5L903	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
B4DUY8	
B4E0D3	
C9J611	
A0A024QYS2	
H9SQW5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
Q53FI5	
B5MBX8	
G9LBA5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
H9E7G3	
F1DNK3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
A0A087WZQ1	
R9Y5X7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
Q8NC08	
A0A075CA07	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
D3WYZ4	
Q16393	
A7E240	
Q15IJ2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
H3BUV4	
A0A059RND8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
E5E1Q6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
B4E1D4	
D6REJ8	
Q68DZ8	
I3L345	
A0A1V1IFQ2	
B3KPI5	
A4D1F3	
F6IQK1	
H6SH95	
H7C493	
E9PMA5	
E9K908	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
F6IQV9	
H9P4E3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
L7XYG0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
D3WYZ9	
A0A067ZXH9	
A0A075X8H6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
A0A0B5JDI7	
A0A0B7NRZ4	
H7BZP4	
A0A067ZUL2	
A6YXS5	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000256|RuleBase:RU003661, ECO:0000256|SAAS:SAAS00400291}; Single-pass membrane protein {ECO:0000256|RuleBase:RU003661, ECO:0000256|SAAS:SAAS00400291}.
C0IP16	
B2R736	
A0A1S6NXV1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
A0A1U9X7T4	
A0A1S7C6F1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
B3KV05	
B4DI81	SUBCELLULAR LOCATION: Cell junction, gap junction {ECO:0000256|SAAS:SAAS00674178}.; SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU000630, ECO:0000256|SAAS:SAAS00674192}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000630, ECO:0000256|SAAS:SAAS00674192}.
L7MUG5	
B4DWZ5	
E9PD35	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU000311}; Single-pass type I membrane protein {ECO:0000256|RuleBase:RU000311}.
Q6RNW0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
H9PTH5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
E9PS11	
B2RCH4	
G1FHS3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
A0A1W2PR74	
E9PMW8	
B7ZKS5	
E9PL08	
A0A059QKK1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
A8K0M3	
Q2M2U7	
Q6LET6	
E0Y4S2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
Q6AZ88	
A0A059RKB7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
B7Z984	
A8K7T1	
E5DY61	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
M1VK08	
Q860B0	
R9Y8K0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
